Order_ID,Order_Date,Region,Category,Product,Sales_Rep,Customer_Segment,Customer_ID,Payment_Mode,Quantity,Unit_Price,Discount(%),Sales,Cost,Profit,Profit_Margin(%),Shipping_Cost,Order_Priority
ORD-1037,2024-04-01,Central,Grocery,Pasta,Alice,Consumer,CUST-291,Bank Transfer,11,432,15,4039.2,2845.5619028263914,1193.6380971736085,29.551349207110526,193.84030478884702,Medium
ORD-1038,2023-10-06,West,Electronics,Headphones,Alice,Consumer,CUST-316,Bank Transfer,7,115,25,603.75,447.0567538454508,156.69324615454917,25.953332696405663,55.33340336016463,Medium
ORD-1039,2023-08-21,North,Electronics,Laptop,Sara,Small Business,CUST-175,Credit Card,25,1385,20,27700.0,22821.498357336186,4878.501642663814,17.611919287594997,83.94831895949099,Low
ORD-1040,2024-04-28,East,Grocery,Snacks,Priya,Home Office,CUST-664,Bank Transfer,16,904,20,11571.2,7790.9201203681605,3780.2798796318402,32.669730707548396,72.44626362028404,Medium
ORD-1041,2024-10-19,Central,Electronics,Camera,Priya,Corporate,CUST-850,Cash,7,417,5,2773.0499999999997,1969.9265392083607,803.123460791639,28.96173746566557,178.66379472407695,Medium
ORD-1042,2024-09-25,South,Electronics,Smartphone,John,Consumer,CUST-293,Credit Card,6,1562,25,7029.0,5449.1780062565385,1579.8219937434615,22.475771713522004,23.824971209196768,High
ORD-1043,2023-05-12,East,Sports,Shoes,Emma,Small Business,CUST-903,PayPal,13,1876,25,18291.0,14691.329221176746,3599.6707788232543,19.680010818562433,189.97722970293316,Critical
ORD-1044,2023-08-08,Central,Grocery,Cereal,Nina,Home Office,CUST-737,PayPal,27,733,5,18801.45,12833.176602931533,5968.273397068468,31.743686774522534,92.54585045277156,Low
ORD-1045,2024-02-13,Central,Grocery,Snacks,Karan,Home Office,CUST-923,Credit Card,1,406,20,324.8,214.16552546894857,110.63447453105144,34.06233821768825,86.04234964568472,Medium
ORD-1046,2024-03-16,West,Sports,Cricket Bat,Tom,Small Business,CUST-501,Bank Transfer,22,1256,10,24868.8,20635.606225030482,4233.193774969517,17.022107118033507,58.06813191795581,Medium
ORD-1047,2023-12-24,North,Electronics,Laptop,Tom,Corporate,CUST-507,Cash,22,1302,0,28644.0,23740.53634069247,4903.46365930753,17.118641458272343,192.15345740749078,Low
ORD-1048,2024-12-04,West,Sports,Cricket Bat,Sara,Corporate,CUST-601,Bank Transfer,8,717,15,4875.599999999999,3636.7784347350275,1238.821565264972,25.4085972037282,24.76958102334712,Critical
ORD-1049,2023-09-13,North,Electronics,Laptop,Tom,Small Business,CUST-808,Bank Transfer,13,751,20,7810.400000000001,4946.2972755118935,2864.102724488107,36.67037186940627,24.478072123841,Critical
ORD-1050,2023-05-26,South,Electronics,Smartphone,Emma,Corporate,CUST-323,Bank Transfer,18,1294,20,18633.600000000002,11948.023922080605,6685.576077919397,35.879143471574984,88.13847215122013,High
ORD-1051,2023-04-09,Central,Electronics,Headphones,Priya,Home Office,CUST-610,Credit Card,25,1897,10,42682.5,34595.43523418497,8087.0647658150265,18.947026921607275,169.2824538951162,Medium
ORD-1052,2024-04-02,North,Sports,Basketball,Tom,Home Office,CUST-182,Credit Card,5,1913,10,8608.5,6360.458459420054,2248.041540579946,26.114207359934316,156.107608884297,Critical
ORD-1053,2023-04-05,North,Sports,Football,Raj,Consumer,CUST-171,Bank Transfer,13,1815,25,17696.25,14503.053121719664,3193.196878280336,18.044483313020194,153.82983511272346,Low
ORD-1054,2024-02-05,South,Furniture,Table,Nina,Corporate,CUST-723,Bank Transfer,3,1934,5,5511.9,4481.42480290144,1030.4751970985599,18.6954624920365,114.86229936715225,Medium
ORD-1055,2023-12-01,South,Sports,Shoes,Raj,Home Office,CUST-958,Bank Transfer,6,1747,15,8909.699999999999,7529.727185438888,1379.9728145611107,15.488431872690562,125.53669141295819,Medium
ORD-1056,2023-05-18,North,Furniture,Bookshelf,Nina,Consumer,CUST-283,Credit Card,24,1378,15,28111.2,18960.71943354652,9150.48056645348,32.55101371145123,109.48443244285212,Medium
ORD-1057,2023-04-21,West,Furniture,Chair,Sara,Small Business,CUST-860,Bank Transfer,5,565,25,2118.75,1532.1836466618481,586.5663533381519,27.68454765017826,72.46280595462656,Medium
ORD-1058,2023-02-20,West,Clothing,Shoes,Emma,Consumer,CUST-502,Credit Card,3,1907,10,5148.900000000001,3752.564730722584,1396.3352692774165,27.119098628394735,194.8909663613198,Medium
ORD-1059,2024-06-29,West,Sports,Cricket Bat,Priya,Consumer,CUST-177,PayPal,22,1448,25,23892.0,15055.75805808389,8836.24194191611,36.984103222484976,97.5479659262179,Low
ORD-1060,2024-07-26,North,Sports,Tennis Racket,Priya,Consumer,CUST-436,PayPal,15,1164,25,13095.0,8124.6586308426195,4970.3413691573805,37.956024201278204,175.97993858028767,Critical
ORD-1061,2024-01-21,North,Grocery,Rice,Raj,Consumer,CUST-464,PayPal,20,738,25,11070.0,7295.452505402416,3774.547494597584,34.0970866720649,154.39152769814126,Medium
ORD-1062,2023-01-15,East,Clothing,Jacket,David,Corporate,CUST-291,Credit Card,11,1794,15,16773.899999999998,10513.763150253066,6260.136849746932,37.3206997165056,95.00834969645638,Medium
ORD-1063,2023-07-31,South,Sports,Basketball,David,Consumer,CUST-124,Cash,17,1274,25,16243.5,11076.025810025489,5167.474189974511,31.81256619555214,32.75480504565773,High
ORD-1064,2024-08-17,North,Furniture,Sofa,Alice,Home Office,CUST-653,Credit Card,4,130,25,390.0,291.2170090070357,98.7829909929643,25.328972049478025,151.6335000950227,Medium
ORD-1065,2023-10-04,South,Sports,Basketball,Alice,Home Office,CUST-809,PayPal,24,334,20,6412.8,4377.294685189561,2035.505314810439,31.741287967977154,187.40144651437618,Low
ORD-1066,2023-03-16,North,Grocery,Cereal,David,Home Office,CUST-103,Bank Transfer,19,562,20,8542.4,7223.407774270019,1318.9922257299804,15.440534577284842,31.287391411929946,Medium
ORD-1067,2023-04-28,North,Electronics,Headphones,Alice,Home Office,CUST-935,Bank Transfer,11,1435,5,14995.75,10047.074123439052,4948.675876560948,33.0005226584929,156.20365730646802,Low
ORD-1068,2024-05-25,West,Grocery,Rice,John,Small Business,CUST-967,Credit Card,15,20,5,285.0,225.70428947780226,59.29571052219774,20.80551246392903,26.585134122038333,Medium
ORD-1069,2024-10-03,North,Clothing,Jacket,Nina,Corporate,CUST-695,Credit Card,24,29,20,556.8000000000001,342.9017958898093,213.89820411019076,38.41562573818081,198.0924441540896,Medium
ORD-1070,2023-11-14,North,Sports,Football,Karan,Home Office,CUST-335,PayPal,15,1963,25,22083.75,15523.997946949934,6559.752053050066,29.703977146318294,76.2849706431691,Critical
ORD-1071,2023-08-17,North,Sports,Tennis Racket,Alice,Small Business,CUST-369,Cash,3,1590,0,4770.0,3745.786374278395,1024.2136257216048,21.47198376774853,119.14989150418326,High
ORD-1072,2024-02-06,Central,Clothing,T-Shirt,Tom,Home Office,CUST-395,Cash,27,97,5,2488.0499999999997,2057.5340814743154,430.51591852568436,17.303346738437106,70.07735063633397,Medium
ORD-1073,2024-09-07,North,Clothing,T-Shirt,David,Home Office,CUST-203,Bank Transfer,15,1012,0,15180.0,10456.600504650813,4723.399495349187,31.115938704540103,84.38160093828536,Medium
ORD-1074,2023-06-06,East,Clothing,Jacket,Emma,Corporate,CUST-649,Credit Card,20,1058,20,16928.0,12253.432786941583,4674.567213058417,27.61440933990086,150.87757311641863,Medium
ORD-1075,2023-06-08,Central,Electronics,Camera,David,Consumer,CUST-914,Cash,4,617,5,2344.6,1853.6751586469056,490.9248413530943,20.938532856482738,176.5854709847324,Medium
ORD-1076,2023-10-19,Central,Sports,Basketball,Emma,Consumer,CUST-893,Bank Transfer,29,66,15,1626.8999999999999,1269.89817587967,357.00182412032996,21.943685790173333,146.80694194375414,Medium
ORD-1077,2023-07-29,West,Clothing,T-Shirt,Priya,Small Business,CUST-722,Cash,6,1177,5,6708.9,5614.1472992804265,1094.752700719573,16.31791650970462,39.13676659205524,Medium
ORD-1078,2024-01-13,West,Grocery,Cereal,Sara,Small Business,CUST-150,Credit Card,4,1176,20,3763.2000000000003,2923.2901071620454,839.9098928379549,22.31903414216504,38.98241815370966,Medium
ORD-1079,2024-07-20,North,Electronics,Headphones,Tom,Consumer,CUST-470,Cash,26,1665,15,36796.5,23224.687587224,13571.812412775998,36.88343296991833,184.95995769730075,High
ORD-1080,2024-08-24,Central,Sports,Football,Karan,Corporate,CUST-174,PayPal,20,332,20,5312.0,3988.942194137624,1323.057805862376,24.906961706746536,31.710787010580674,Medium
ORD-1081,2023-01-25,East,Furniture,Table,Alice,Home Office,CUST-279,PayPal,17,659,10,10082.7,6132.415780515879,3950.2842194841214,39.17883324391404,183.42239794703448,Low
ORD-1082,2023-05-28,North,Sports,Football,Nina,Corporate,CUST-729,PayPal,28,1925,20,43120.0,31425.57229634544,11694.42770365456,27.120657939829684,195.3528499797237,Medium
ORD-1083,2023-10-12,North,Grocery,Beverages,David,Consumer,CUST-404,Credit Card,13,1009,10,11805.300000000001,7702.6796245428295,4102.620375457172,34.752360172610366,180.63031499373562,Low
ORD-1084,2024-11-08,South,Sports,Tennis Racket,John,Corporate,CUST-930,Cash,19,1218,5,21984.899999999998,16073.106908034977,5911.793091965021,26.890243266810497,93.74492191826334,Medium
ORD-1085,2023-06-27,East,Electronics,Camera,Priya,Corporate,CUST-490,Credit Card,19,1921,5,34674.049999999996,24347.547271340984,10326.502728659012,29.78164572254759,14.823407575465524,Low
ORD-1086,2023-02-20,East,Electronics,Laptop,Emma,Home Office,CUST-708,Cash,27,1810,20,39096.0,29273.60872759191,9822.391272408091,25.123775507489487,74.46153672027629,Medium
ORD-1087,2023-11-26,East,Furniture,Sofa,Sara,Small Business,CUST-874,Credit Card,5,201,20,804.0,564.084853962978,239.91514603702205,29.840192293161948,71.55811161029193,Low
ORD-1088,2024-01-21,Central,Sports,Tennis Racket,Raj,Small Business,CUST-806,Bank Transfer,29,719,5,19808.45,16305.680738820674,3502.7692611793263,17.68320722307564,165.31427673030376,Medium
ORD-1089,2023-10-07,Central,Grocery,Snacks,Tom,Corporate,CUST-692,PayPal,9,1269,20,9136.800000000001,6154.698687945649,2982.101312054352,32.63835601145206,190.20612832280977,High
ORD-1090,2023-08-23,South,Clothing,Shirt,Raj,Consumer,CUST-593,Cash,14,540,5,7182.0,5446.610143697847,1735.389856302153,24.163044504346324,58.99866023230843,Low
ORD-1091,2023-02-03,Central,Furniture,Table,Alice,Home Office,CUST-116,Credit Card,5,94,25,352.5,292.07258232814394,60.42741767185606,17.142529835987535,32.372705749126816,Medium
ORD-1092,2024-09-01,West,Electronics,Smartphone,David,Consumer,CUST-367,Credit Card,10,361,20,2888.0,1923.179705502193,964.820294497807,33.40790493413459,60.63469474046762,High
ORD-1093,2023-12-29,South,Electronics,Camera,John,Corporate,CUST-804,Bank Transfer,21,1519,25,23924.25,17458.22922765323,6466.020772346768,27.027057367929057,18.92353368726046,Low
ORD-1094,2023-08-15,East,Sports,Basketball,Priya,Consumer,CUST-409,PayPal,21,1822,10,34435.8,23723.448632410928,10712.351367589075,31.108182088376267,146.61872198500663,Low
ORD-1095,2024-04-26,South,Sports,Football,Sara,Home Office,CUST-300,PayPal,20,1510,10,27180.0,22026.194041806746,5153.805958193254,18.96175849224891,170.8174913697659,Critical
ORD-1096,2023-05-11,North,Furniture,Desk,Karan,Small Business,CUST-597,Credit Card,17,1684,0,28628.0,22221.952159123834,6406.047840876166,22.376861257776184,123.67435107094937,Medium
ORD-1097,2023-11-26,East,Grocery,Snacks,Nina,Corporate,CUST-668,Bank Transfer,12,294,20,2822.4,1758.060310939273,1064.339689060727,37.71044816683415,184.28957933782613,Low
ORD-1098,2023-03-30,East,Electronics,Monitor,Emma,Home Office,CUST-367,Bank Transfer,21,1124,20,18883.2,14598.019205775878,4285.180794224123,22.693085887053694,171.34717379741068,Low
ORD-1099,2023-12-01,North,Clothing,Jeans,Priya,Home Office,CUST-728,Bank Transfer,10,1059,0,10590.0,6832.073226224616,3757.9267737753844,35.48561637181666,117.9095938049996,Critical
ORD-1100,2024-09-06,South,Electronics,Headphones,David,Consumer,CUST-372,PayPal,18,1266,25,17091.0,10489.099691730724,6601.900308269276,38.62793463383814,96.47730015686966,Medium
ORD-1101,2024-05-11,West,Clothing,Shoes,Alice,Home Office,CUST-615,Credit Card,5,1214,5,5766.5,4504.74189700515,1261.7581029948497,21.88083071178097,22.41770475179905,Medium
ORD-1102,2024-02-18,South,Electronics,Camera,John,Small Business,CUST-350,Bank Transfer,13,1469,15,16232.449999999999,10684.845756491155,5547.604243508844,34.17601313115915,14.636148495742223,High
ORD-1103,2024-11-27,South,Sports,Shoes,Raj,Home Office,CUST-371,Cash,7,833,15,4956.349999999999,3039.0898826114335,1917.260117388566,38.682904100569296,26.82324801658745,Low
ORD-1104,2024-01-11,South,Grocery,Rice,Karan,Home Office,CUST-769,PayPal,7,359,20,2010.4,1574.2798102910028,436.12018970899726,21.693204820383865,10.635808788166052,Medium
ORD-1105,2023-05-20,Central,Grocery,Pasta,Karan,Small Business,CUST-286,PayPal,1,968,25,726.0,443.7857729154886,282.2142270845114,38.87248306949193,30.798843749031878,Medium
ORD-1106,2024-12-11,Central,Sports,Shoes,Nina,Home Office,CUST-663,Cash,24,1362,25,24516.0,18391.893678244232,6124.106321755768,24.980038838945045,181.7075537633014,Critical
ORD-1107,2024-05-20,Central,Clothing,Shoes,Nina,Consumer,CUST-358,Cash,19,1536,25,21888.0,14395.025209719575,7492.974790280425,34.233254707056034,43.54032608104657,Low
ORD-1108,2023-03-03,North,Sports,Shoes,Karan,Home Office,CUST-244,Cash,20,1933,0,38660.0,24876.697583706344,13783.302416293656,35.65261876951282,85.28598359150516,High
ORD-1109,2023-11-19,Central,Clothing,Jacket,Emma,Consumer,CUST-734,Cash,15,1132,0,16980.0,13986.94151801218,2993.0584819878204,17.626963969304008,173.4240951194055,Medium
ORD-1110,2023-08-14,East,Sports,Football,Karan,Corporate,CUST-223,Bank Transfer,12,189,0,2268.0,1547.3721241647168,720.6278758352832,31.77371586575323,187.00200278060808,High
ORD-1111,2023-10-28,South,Clothing,T-Shirt,Alice,Corporate,CUST-323,PayPal,5,1359,20,5436.0,4477.198226185604,958.8017738143963,17.638001725798315,198.38031367755914,Low
ORD-1112,2023-12-02,South,Sports,Tennis Racket,Raj,Small Business,CUST-267,Cash,8,1909,10,13744.800000000001,11217.450435312112,2527.349564687889,18.387677992316288,149.44288460120333,Medium
ORD-1113,2024-11-30,East,Electronics,Headphones,Karan,Consumer,CUST-106,Credit Card,11,576,0,6336.0,5274.863115207426,1061.1368847925742,16.747741237256538,30.10847782743096,Medium
ORD-1114,2023-03-23,South,Clothing,T-Shirt,Karan,Home Office,CUST-455,PayPal,23,445,5,9723.25,7827.087216172077,1896.1627838279228,19.5013270647975,53.43878068973547,Critical
ORD-1115,2024-11-30,West,Sports,Shoes,David,Corporate,CUST-547,Cash,13,1089,10,12741.300000000001,10770.176862525204,1971.1231374747967,15.470345549314407,130.04457013316699,Low
ORD-1116,2023-10-05,East,Sports,Tennis Racket,David,Corporate,CUST-295,Cash,9,1267,5,10832.85,7425.572473468044,3407.277526531956,31.453195849032856,130.19815969545016,Critical
ORD-1117,2023-07-29,West,Grocery,Pasta,John,Small Business,CUST-405,PayPal,22,420,5,8778.0,6306.057898170802,2471.942101829198,28.160652789122782,21.004887506171677,Low
ORD-1118,2024-04-03,West,Sports,Basketball,Raj,Small Business,CUST-669,Bank Transfer,29,479,20,11112.800000000001,6729.143650857861,4383.65634914214,39.446911211775074,71.48594163841284,Medium
ORD-1119,2023-05-10,South,Furniture,Table,Sara,Consumer,CUST-786,PayPal,3,416,0,1248.0,799.8506322118008,448.14936778819924,35.90940447020827,161.0138142624866,Medium
ORD-1120,2023-03-25,East,Grocery,Cereal,Raj,Consumer,CUST-873,Bank Transfer,12,1483,15,15126.6,11841.367448771038,3285.2325512289626,21.718248325657864,182.8096570800855,High
ORD-1121,2024-06-07,East,Electronics,Camera,John,Corporate,CUST-885,Bank Transfer,28,953,5,25349.8,16560.420406523765,8789.379593476235,34.672382399372914,15.915475748057158,Medium
ORD-1122,2024-11-23,West,Grocery,Cereal,Karan,Consumer,CUST-635,Cash,29,1352,10,35287.200000000004,28624.828681801562,6662.371318198442,18.88041929707781,154.59455827916977,Medium
ORD-1123,2024-12-26,West,Furniture,Sofa,Karan,Corporate,CUST-600,Credit Card,14,474,0,6636.0,4989.121397667772,1646.8786023322282,24.817338793433215,57.03259156464128,Medium
ORD-1124,2024-06-27,Central,Furniture,Sofa,John,Small Business,CUST-110,Credit Card,21,293,25,4614.75,3221.664909856937,1393.085090143063,30.187661089832886,101.18837859625347,Medium
ORD-1125,2023-02-15,West,Electronics,Laptop,Nina,Consumer,CUST-771,Bank Transfer,8,798,25,4788.0,3769.5464820042357,1018.4535179957643,21.270959022467924,37.72519406667764,Low
ORD-1126,2024-08-11,North,Grocery,Snacks,Priya,Small Business,CUST-215,PayPal,18,1908,5,32626.8,23933.73340148807,8693.06659851193,26.643944850588873,177.681362305724,Low
ORD-1127,2023-01-09,South,Furniture,Table,Alice,Home Office,CUST-873,Credit Card,2,125,15,212.5,133.055166517765,79.444833482235,37.385803991639996,130.92174741329097,High
ORD-1128,2024-04-03,West,Electronics,Smartphone,Emma,Small Business,CUST-183,Cash,18,1903,25,25690.5,20445.93038520076,5244.5696147992385,20.41443185145964,126.32901731742001,Medium
ORD-1129,2024-06-07,South,Grocery,Pasta,Raj,Home Office,CUST-636,Credit Card,9,1743,5,14902.65,10575.692458704454,4326.9575412955455,29.034819587761547,147.71704637607107,Medium
ORD-1130,2024-08-16,East,Clothing,Jeans,David,Corporate,CUST-822,PayPal,4,704,20,2252.8,1796.4381992226442,456.36180077735594,20.25753732143803,135.15447734516647,Medium
ORD-1131,2023-11-28,East,Sports,Football,Raj,Small Business,CUST-916,PayPal,10,774,10,6966.0,4563.707199052225,2402.2928009477746,34.48597187694193,89.49595984685402,Low
ORD-1132,2024-11-19,Central,Sports,Cricket Bat,Emma,Small Business,CUST-707,Credit Card,5,535,15,2273.75,1575.16234683406,698.5876531659401,30.724030925384945,197.65341710985098,Low
ORD-1133,2023-07-05,Central,Grocery,Pasta,Alice,Small Business,CUST-345,Credit Card,4,597,5,2268.6,1810.8850490555837,457.71495094441616,20.176097634859218,134.45177437810062,Critical
ORD-1134,2024-08-21,Central,Grocery,Cereal,Alice,Small Business,CUST-397,Cash,21,930,0,19530.0,12360.379222633846,7169.620777366154,36.7108078718185,146.0067432895968,Critical
ORD-1135,2023-03-25,Central,Furniture,Desk,Nina,Consumer,CUST-229,Bank Transfer,9,337,25,2274.75,1860.0345844799112,414.71541552008875,18.23125246818722,94.60799845050644,Medium
ORD-1136,2024-11-06,North,Electronics,Headphones,Karan,Small Business,CUST-400,Bank Transfer,2,1206,20,1929.6000000000001,1162.1162669520952,767.4837330479049,39.77423989676124,121.79840033471504,Medium
ORD-1137,2024-11-13,East,Clothing,Jeans,Nina,Corporate,CUST-612,Credit Card,16,1648,5,25049.6,19221.7504500991,5827.849549900897,23.265239963515974,37.693747966502826,Medium
ORD-1138,2024-01-02,North,Grocery,Snacks,Tom,Home Office,CUST-818,PayPal,5,1247,20,4988.0,3967.692541316752,1020.3074586832481,20.455241753874258,144.0232628813187,Medium
ORD-1139,2023-04-29,Central,Grocery,Cereal,Sara,Corporate,CUST-134,PayPal,14,1685,0,23590.0,17286.572291386085,6303.4277086139155,26.72076179997421,187.95508153604268,Low
ORD-1140,2023-09-08,East,Sports,Shoes,Tom,Consumer,CUST-910,PayPal,17,710,25,9052.5,6989.000426439339,2063.499573560661,22.794803353335112,85.50200780823619,Medium
ORD-1141,2024-01-19,South,Furniture,Chair,Karan,Home Office,CUST-737,Credit Card,24,514,10,11102.4,8018.282568161107,3084.117431838893,27.778835493577002,136.70420893375984,Low
ORD-1142,2024-05-09,South,Grocery,Pasta,David,Small Business,CUST-185,Bank Transfer,18,1384,0,24912.0,19498.805969495817,5413.194030504183,21.729263128228094,39.67113051051305,Low
ORD-1143,2023-12-11,South,Furniture,Chair,Priya,Corporate,CUST-913,Cash,18,1188,5,20314.8,16601.787744672067,3713.0122553279325,18.277375388032038,118.41585186137765,Low
ORD-1144,2024-07-28,East,Electronics,Laptop,Tom,Small Business,CUST-684,Credit Card,5,380,5,1805.0,1240.2938673429392,564.7061326570608,31.285658318950738,40.26461459613297,Medium
ORD-1145,2024-10-05,Central,Electronics,Laptop,Karan,Consumer,CUST-713,Bank Transfer,13,1202,0,15626.0,9801.8367764929,5824.163223507099,37.27225920585626,133.597213080426,High
